nu,trial,oracle_f1,traced_f1,gaussian_f1,traced_gap,gaussian_gap,traced_nmi,gaussian_nmi,traced_pct_oracle,gaussian_pct_oracle
3,0,0.3743271221532091,0.2882716049382716,0.2806057288815909,0.08605551721493754,0.09372139327161821,0.9914022648565024,0.041872761512581215,77.0106112749918,74.96270301427455
3,1,0.2555555555555556,0.22474747474747472,0.06267806267806268,0.030808080808080868,0.1928774928774929,1.0,0.37048710919409855,87.94466403162053,24.526198439241917
3,2,0.1858974358974359,0.27985347985347986,0.32575757575757575,-0.09395604395604396,-0.13986013986013984,0.9938020438534206,0.3451178824333977,150.54187192118226,175.23510971786834
3,3,0.19145299145299144,0.1527777777777778,0.23366013071895428,0.03867521367521365,-0.04220713926596284,0.6030561987753827,0.3491526622444948,79.79910714285715,122.04569327731095
3,4,0.027777777777777776,0.2888888888888889,0.03508771929824561,-0.2611111111111111,-0.007309941520467836,0.19640989418366875,0.05951980652367524,1040.0000000000002,126.3157894736842
3,5,0.1600877192982456,0.17028985507246377,0.1632928475033738,-0.010202135774218163,-0.0032051282051281937,0.8502613946867242,0.42085756854526135,106.37284097677188,102.00210748155953
3,6,0.1851851851851852,0.18434343434343434,0.18099547511312217,0.0008417508417508657,0.004189710072063035,0.6041305846934556,0.46531120626896455,99.54545454545453,97.73755656108595
3,7,0.21833721833721834,0.09971509971509972,0.1567632850241546,0.11862211862211862,0.06157393331306374,0.6455061288240359,0.4337955540380965,45.67022538552788,71.79870029398113
3,8,0.08447043534762833,0.0,0.0,0.08447043534762833,0.08447043534762833,0.0,0.012265374840858535,0.0,0.0
3,9,0.253968253968254,0.1717171717171717,0.26695526695526695,0.0822510822510823,-0.012987012987012936,0.5826852680549378,0.06517302278680483,67.61363636363636,105.11363636363636
5,0,0.15277777777777776,0.14970760233918126,0.1568627450980392,0.0030701754385965008,-0.004084967320261451,0.9912445765947364,0.5478139540852923,97.99043062200955,102.67379679144386
5,1,0.1595071595071595,0.16900281618023552,0.12119883040935671,-0.00949565667307603,0.03830832909780278,0.6451891522592093,0.6037143023374908,105.95312254472805,75.98331685162802
5,2,0.2486772486772487,0.1752873563218391,0.2931388336332923,0.0733898923554096,-0.044461584956043604,0.704897934889857,0.8747701274482244,70.48789435069699,117.87923309934519
5,3,0.15202020202020203,0.06172839506172839,0.23212475633528262,0.09029180695847364,-0.0801045543150806,0.6815180978830035,0.7643772962101119,40.605389442598735,152.69336131025236
5,4,0.19352657004830917,0.11328976034858386,0.10241545893719806,0.08023680969972531,0.09111111111111111,0.6501260034621484,0.8384437512130535,58.53964151811498,52.920619071392906
5,5,0.15760869565217392,0.1452726017943409,0.11017740429505135,0.01233609385783302,0.04743129135712257,0.7062191463894302,0.6162010540153784,92.17296113847836,69.90566341479119
5,6,0.09788359788359786,0.17047619047619048,0.1499726327312534,-0.07259259259259261,-0.05208903484765555,0.6485144861396249,0.5368450582538188,174.1621621621622,153.21528424976702
5,7,0.17901234567901234,0.2486772486772487,0.21846484165324745,-0.06966490299823636,-0.03945249597423511,0.9805920795783621,0.7863187492409456,138.91625615763547,122.03898050974513
5,8,0.12169312169312169,0.12169312169312169,0.08831908831908832,0.0,0.03337403337403337,1.0,0.681733638031522,100.0,72.5752508361204
5,9,0.22590612002376706,0.2556272401433692,0.23493867243867242,-0.029721120119602124,-0.00903255241490536,0.5783886692139022,0.7748715667200327,113.15640325125997,103.99836552190575
7,0,0.22677143644885578,0.22677143644885578,0.21679012345679013,0.0,0.009981312992065644,0.9864675003308154,0.844876848956668,100.0,95.5985140155353
7,1,0.21794871794871792,0.24052545155993432,0.23613445378151257,-0.0225767336112164,-0.018185735832794647,0.6587132429637628,0.5182378408980063,110.35873659808753,108.34404349975284
7,2,0.23865265169612995,0.14761904761904762,0.12899106002554278,0.09103360407708233,0.10966159167058717,0.9912445765947364,0.6626481791989671,61.85518852185518,54.04970743412634
7,3,0.11011904761904763,0.06896551724137931,0.12136752136752138,0.04115353037766832,-0.01124847374847375,0.9166842414170612,0.5185775366129044,62.628145386766064,110.2148302148302
7,4,0.2647342995169082,0.23876543209876544,0.21031746031746032,0.02596886741814275,0.05441683919944787,0.6499593221549125,0.8204053492550003,90.19059205190592,79.44473409801877
7,5,0.1740635564570656,0.17702991452991457,0.1357910906298003,-0.002966358072848979,0.03827246582726529,0.6474908067080589,0.8148973146490708,101.7041810090676,78.01236134302152
7,6,0.22618566877551935,0.22268817204301075,0.24065781151170143,0.003497496732508598,-0.014472142736182081,0.6488081405697417,0.7720930480231303,98.45370542199129,106.39834646223547
7,7,0.14545454545454542,0.1346153846153846,0.1866125760649087,0.01083916083916081,-0.04115803061036327,0.6358676596968397,0.4492932677755706,92.54807692307693,128.29614604462475
7,8,0.17797101449275363,0.1574074074074074,0.23344556677890008,0.020563607085346214,-0.05547455228614645,0.6451066329997736,0.6476415609259434,88.44553022077453,131.1705546233233
7,9,0.19327731092436976,0.10416666666666667,0.21097883597883596,0.08911064425770308,-0.017701525054466205,0.9849372007700015,0.8118791397844252,53.89492753623188,109.158615136876
10,0,0.31111111111111117,0.3274853801169591,0.28712946158499697,-0.01637426900584793,0.0239816495261142,0.593481469664345,0.5490796271611029,105.26315789473684,92.29161265232044
10,1,0.08648056923918991,0.09629629629629628,0.0961199294532628,-0.009815727057106372,-0.009639360214072884,0.5911148482536762,0.4521544562460009,111.35021097046413,111.14627285513366
10,2,0.1715167548500882,0.1212121212121212,0.17817059483726147,0.050304633637966986,-0.006653839987173282,0.6447454572909566,0.6726393301703847,70.67071745734984,103.8794110773545
10,3,0.2623188405797101,0.1820818070818071,0.26551226551226553,0.08023703349790301,-0.003193424932555422,0.7191870336075266,0.8098258124440216,69.41240159472206,101.2173829853388
10,4,0.15004748338081672,0.0,0.0,0.15004748338081672,0.15004748338081672,0.0,0.007183810427585494,0.0,0.0
10,5,0.09674329501915709,0.18888888888888888,0.14503579209461562,-0.0921455938697318,-0.04829249707545853,0.6447117803217242,0.5424191082302467,195.24752475247524,149.91818509582052
10,6,0.23306800726155563,0.3178571428571429,0.23197132616487456,-0.08478913559558726,0.001096681096681068,0.995621984883906,0.8444317132257005,136.37956860395448,99.52945875773918
10,7,0.22546296296296298,0.17990558292282433,0.16549789621318375,0.04555738004013865,0.05996506674977922,0.9976006833367455,0.550958326030517,79.79385197398368,73.40358435738746
10,8,0.05555555555555556,0.12350427350427351,0.16042780748663102,-0.06794871794871796,-0.10487225193107547,0.5812758299732175,0.5096064075849323,222.30769230769232,288.7700534759358
10,9,0.16444444444444448,0.0,0.0,0.16444444444444448,0.16444444444444448,0.0,0.005249645945477865,0.0,0.0
15,0,0.25225225225225223,0.041666666666666664,0.2989656322989656,0.21058558558558557,-0.04671338004671338,0.05718349772324155,0.06247238664727795,16.517857142857142,118.5185185185185
15,1,0.12971342383107087,0.1737654320987654,0.20634920634920637,-0.04405200826769454,-0.07663578251813549,0.6482574413980591,0.7803396824254255,133.96102497846684,159.08084163898118
15,2,0.1442495126705653,0.1442495126705653,0.13055555555555556,0.0,0.01369395711500973,0.9932229717229928,0.4731210685386812,100.0,90.50675675675677
15,3,0.30857142857142855,0.24331797235023042,0.3073143073143073,0.06525345622119813,0.001257121257121241,0.6475435204806567,0.5792567109444524,78.85304659498209,99.5925995925996
15,4,0.1400966183574879,0.1885964912280702,0.2394619683622241,-0.0484998728705823,-0.0993653500047362,0.9976006833367457,0.7461935476829488,134.6188747731398,170.92630155510483
15,5,0.10708397923279446,0.15819377990430622,0.14261904761904762,-0.05110980067151176,-0.03553506838625316,0.9938020438534206,0.546788866352211,147.72870884859626,133.18429950105045
15,6,0.28404928404928403,0.3468857328506451,0.3174074074074074,-0.06283644880136108,-0.03335812335812338,0.6475520888746006,0.6420025712856131,122.12167124859172,111.74378012244368
15,7,0.09523809523809525,0.12009803921568628,0.14833333333333334,-0.02485994397759103,-0.0530952380952381,0.6503062787446207,0.6369741262024786,126.10294117647058,155.75
15,8,0.2022328548644338,0.12222222222222222,0.12222222222222222,0.08001063264221157,0.08001063264221157,0.9976006833367457,0.8636582243457949,60.436382754994746,60.436382754994746
15,9,0.1998944505338367,0.0606060606060606,0.09305873379099923,0.1392883899277761,0.10683571674283747,0.6071735968931479,0.5411491482052212,30.319031090761396,46.55393561075719
30,0,0.1255854568548067,0.16666666666666666,0.19943019943019946,-0.04108120981185995,-0.07384474257539275,0.664116275047467,0.8350017707966904,132.71175726927936,158.80039331366766
30,1,0.2584082584082584,0.1781818181818182,0.1741452991452991,0.08022644022644018,0.08426295926295926,0.7018047331905642,0.8304110339428966,68.9536082474227,67.39153780068729
30,2,0.09062980030721968,0.12755181549010441,0.16170282979952147,-0.03692201518288474,-0.07107302949230179,0.9558263208784171,0.6258475617578787,140.7393760746745,178.42125796523467
30,3,0.2598757763975155,0.3099128540305011,0.20214568040654998,-0.050037077632985594,0.05773009599096554,0.7092143487789139,0.8159723555842787,119.25422920389741,77.78550321571355
30,4,0.11188811188811187,0.23885918003565057,0.33535353535353535,-0.1269710681475387,-0.22346542346542347,0.9932229714175222,0.8066781659493492,213.48039215686273,299.7222222222223
30,5,0.14221710189452122,0.1277777777777778,0.14147435897435898,0.014439324116743424,0.0007427429201622426,0.6451119338045461,0.754417196052996,89.84698469846988,99.4777400817005
30,6,0.27146464646464646,0.17460317460317462,0.11494252873563217,0.09686147186147184,0.1565221177290143,0.9976006833367457,0.7582077051542063,64.31893687707641,42.341619887730545
30,7,0.11241545893719807,0.13872924648786716,0.14041514041514042,-0.0263137875506691,-0.02799968147794235,0.6406542510041928,0.4291388655441234,123.40762364842503,124.90732301647644
30,8,0.12971342383107087,0.14017094017094014,0.21596051007815711,-0.010457516339869272,-0.08624708624708624,0.6468131584537543,0.7348439929708948,108.06201550387595,166.49048625792813
30,9,0.14887914230019494,0.10526315789473684,0.13888888888888887,0.04361598440545811,0.009990253411306077,0.9976006833367457,0.4484856032914526,70.7037643207856,93.28968903436986
